ID;FECHA CREACION; FECHA MODIFICACION;EJERCICIO;FECHA DE INICIO DEL PERIODO QUE SE INFORMA;FECHA DE TÉRMINO DEL PERIODO QUE SE INFORMA;TIPO DE INTEGRANTE DEL SUJETO OBLIGADO (CATÁLOGO);CLAVE O NIVEL DEL PUESTO;DENOMINACIÓN DEL PUESTO (REDACTADOS CON PERSPECTIVA DE GÉNERO);DENOMINACIÓN DEL CARGO;ÁREA DE ADSCRIPCIÓN;NOMBRE(S) DE LA PERSONA SERVIDORA PÚBLICA;PRIMER APELLIDO DE LA PERSONA SERVIDORA PÚBLICA;SEGUNDO APELLIDO DE LA PERSONA SERVIDORA PÚBLICA;SEXO (CATÁLOGO);MODALIDAD DE LA DECLARACIÓN PATRIMONIAL (CATÁLOGO);HIPERVÍNCULO A LA VERSIÓN PÚBLICA DE LA DECLARACIÓN DE SITUACIÓN PATRIMONIAL  O A LA VERSIÓN PÚBLICA DE LOS SISTEMAS HABILITADOS QUE REGISTREN Y RESGUARDEN EN LAS BASES DE DATOS CORRESPONDIENTES;ÁREA(S) RESPONSABLE(S) QUE GENERA(N)  POSEE(N)  PUBLICA(N) Y ACTUALIZAN LA INFORMACIÓN;FECHA DE ACTUALIZACIÓN;NOTA
2516992152;31-10-25;31-10-25;2025;01-07-25;30-09-25;Integrante del poder judicial;PO29;Técnica Operativa;Técnica Operativa;Dirección General de Auditoría;Fernanda;Ayala;Rosales;;Inicio;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2025/2025_I_00065497_01.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;07-08-25;La información contenida en las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas declarantes en la Suprema Corte de Justicia de la Nación. La versión pública de esas declaraciones se generó a través del Sistema de Declaración de Situación Patrimonial y de Intereses, ocultando la información clasificada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2516992216;31-10-25;31-10-25;2025;01-07-25;30-09-25;Integrante del poder judicial;PO25;Profesional Operativa;Profesional Operativa;Centro de Documentación y Análisis, Archivos y Compilación de Leyes;Brenda Graciela;Morales;Gonzalez;;Inicio;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2025/2025_I_00242527_01.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;30-09-25;La información contenida en las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas declarantes en la Suprema Corte de Justicia de la Nación. La versión pública de esas declaraciones se generó a través del Sistema de Declaración de Situación Patrimonial y de Intereses, ocultando la información clasificada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2516991899;31-10-25;31-10-25;2025;01-07-25;30-09-25;Integrante del poder judicial;PO27;Secretaria;Secretaria;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;Rosa Guillermina;Navarijo;Barragan;;Conclusión;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2025/2025_C_00027080_03.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;06-07-25;La información contenida en las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas declarantes en la Suprema Corte de Justicia de la Nación. La versión pública de esas declaraciones se generó a través del Sistema de Declaración de Situación Patrimonial y de Intereses, ocultando la información clasificada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2516991962;31-10-25;31-10-25;2025;01-07-25;30-09-25;Integrante del poder judicial;PO29;Técnica Operativa;Técnica Operativa;Dirección General de Recursos Materiales;Betsy Jizel;Tellez;Murillo;;Conclusión;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2025/2025_C_00063092_01.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;11-09-25;La información contenida en las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas declarantes en la Suprema Corte de Justicia de la Nación. La versión pública de esas declaraciones se generó a través del Sistema de Declaración de Situación Patrimonial y de Intereses, ocultando la información clasificada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2516991934;31-10-25;31-10-25;2025;01-07-25;30-09-25;Integrante del poder judicial;MM21;Subdirectora de Área;Subdirectora de Área (Imagen);Dirección General de Servicios Médicos;Guadalupe;Rodriguez;Flores;;Conclusión;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2025/2025_C_00060792_01.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;16-08-25;La información contenida en las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas declarantes en la Suprema Corte de Justicia de la Nación. La versión pública de esas declaraciones se generó a través del Sistema de Declaración de Situación Patrimonial y de Intereses, ocultando la información clasificada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2516992125;31-10-25;31-10-25;2025;01-07-25;30-09-25;Integrante del poder judicial;MM21;Subdirector de Área;Subdirector de Área (Imagen);Dirección General de Servicios Médicos;Daniel Alejandro;Arreola;Ramirez;;Inicio;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2025/2025_I_00065471_01.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;21-08-25;La información contenida en las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas declarantes en la Suprema Corte de Justicia de la Nación. La versión pública de esas declaraciones se generó a través del Sistema de Declaración de Situación Patrimonial y de Intereses, ocultando la información clasificada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2516992157;31-10-25;31-10-25;2025;01-07-25;30-09-25;Integrante del poder judicial;PO33;Oficial de Servicios;Oficial de Servicios;Dirección General de Infraestructura Física;Ivan Jesus;Alvarado;Hernandez;;Inicio;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2025/2025_I_00065502_01.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;07-09-25;La información contenida en las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas declarantes en la Suprema Corte de Justicia de la Nación. La versión pública de esas declaraciones se generó a través del Sistema de Declaración de Situación Patrimonial y de Intereses, ocultando la información clasificada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2516992190;31-10-25;31-10-25;2025;01-07-25;30-09-25;Integrante del poder judicial;MS09;Secretario de Estudio y Cuenta Adjunto;Secretario de Estudio y Cuenta Adjunto;Ponencia Vacante;Ivan Nicolas;Lerma;Valadez;;Conclusión;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2025/2025_C_00097453_01.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;28-08-25;La información contenida en las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas declarantes en la Suprema Corte de Justicia de la Nación. La versión pública de esas declaraciones se generó a través del Sistema de Declaración de Situación Patrimonial y de Intereses, ocultando la información clasificada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2516991938;31-10-25;31-10-25;2025;01-07-25;30-09-25;Integrante del poder judicial;MS05;Directora General;Directora General de Relaciones Institucionales;Dirección General de Relaciones Institucionales;Denise Caridad;Lara;Zapata;;Conclusión;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2025/2025_C_00061260_01.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;31-08-25;La información contenida en las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas declarantes en la Suprema Corte de Justicia de la Nación. La versión pública de esas declaraciones se generó a través del Sistema de Declaración de Situación Patrimonial y de Intereses, ocultando la información clasificada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2516992000;31-10-25;31-10-25;2025;01-07-25;30-09-25;Integrante del poder judicial;MM17;Secretaria Auxiliar II;Secretaria Auxiliar II;Ponencia Vacante;Diana Laura;Rouzaud;Anaya;;Conclusión;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2025/2025_C_00064641_01.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;18-09-25;La información contenida en las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas declarantes en la Suprema Corte de Justicia de la Nación. La versión pública de esas declaraciones se generó a través del Sistema de Declaración de Situación Patrimonial y de Intereses, ocultando la información clasificada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2516992064;31-10-25;31-10-25;2025;01-07-25;30-09-25;Integrante del poder judicial;MM21;Subdirectora de Área;Subdirectora de Área (Cardióloga);Dirección General de Servicios Médicos;Maria Fernanda;Marquez;Martinez;;Conclusión;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2025/2025_C_00065312_01.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;15-07-25;La información contenida en las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas declarantes en la Suprema Corte de Justicia de la Nación. La versión pública de esas declaraciones se generó a través del Sistema de Declaración de Situación Patrimonial y de Intereses, ocultando la información clasificada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2516992161;31-10-25;31-10-25;2025;01-07-25;30-09-25;Integrante del poder judicial;MS09;Secretario de Estudio y Cuenta Adjunto;Secretario de Estudio y Cuenta Adjunto;Ponencia de la Ministra Sara Irene Herrerías Guerra;Julio Cesar;Diaz;Herrera;;Inicio;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2025/2025_I_00065531_02.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;30-09-25;La información contenida en las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas declarantes en la Suprema Corte de Justicia de la Nación. La versión pública de esas declaraciones se generó a través del Sistema de Declaración de Situación Patrimonial y de Intereses, ocultando la información clasificada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2516991939;31-10-25;31-10-25;2025;01-07-25;30-09-25;Integrante del poder judicial;MS07;Secretario de Estudio y Cuenta;Secretario de Estudio y Cuenta;Ponencia del Ministro Juan Luis González Alcántara Carrancá;Pablo Francisco;Muñoz;Diaz;;Conclusión;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2025/2025_C_00061473_01.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;10-09-25;La información contenida en las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas declarantes en la Suprema Corte de Justicia de la Nación. La versión pública de esas declaraciones se generó a través del Sistema de Declaración de Situación Patrimonial y de Intereses, ocultando la información clasificada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2516991972;31-10-25;31-10-25;2025;01-07-25;30-09-25;Integrante del poder judicial;MS07;Secretario de Estudio y Cuenta;Secretario de Estudio y Cuenta;Ponencia del Ministro Alfredo Gutiérrez Ortiz Mena;Camilo Raziel;Weichsel;Zapata;;Conclusión;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2025/2025_C_00063715_01.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;01-09-25;La información contenida en las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas declarantes en la Suprema Corte de Justicia de la Nación. La versión pública de esas declaraciones se generó a través del Sistema de Declaración de Situación Patrimonial y de Intereses, ocultando la información clasificada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2516992004;31-10-25;31-10-25;2025;01-07-25;30-09-25;Integrante del poder judicial;PO25;Profesional Operativo;Profesional Operativo;Dirección General de Gestión Administrativa;Uriel;Ruiz;Diaz;;Inicio;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2025/2025_I_00064663_01.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;11-08-25;La información contenida en las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas declarantes en la Suprema Corte de Justicia de la Nación. La versión pública de esas declaraciones se generó a través del Sistema de Declaración de Situación Patrimonial y de Intereses, ocultando la información clasificada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2516992165;31-10-25;31-10-25;2025;01-07-25;30-09-25;Integrante del poder judicial;MM21;Subdirectora de Área;Subdirectora de Contenido Gráfico;Dirección General de Participación Social;Carolina Alondra;Castillo;Celaya;;Inicio;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2025/2025_I_00065560_01.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;29-09-25;La información contenida en las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas declarantes en la Suprema Corte de Justicia de la Nación. La versión pública de esas declaraciones se generó a través del Sistema de Declaración de Situación Patrimonial y de Intereses, ocultando la información clasificada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2516992135;31-10-25;31-10-25;2025;01-07-25;30-09-25;Integrante del poder judicial;PO25;Profesional Operativa;Profesional Operativa;Dirección General de Recursos Humanos;Maria Fernanda;Mendez;Dominguez;;Inicio;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2025/2025_I_00065481_01.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;23-08-25;La información contenida en las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas declarantes en la Suprema Corte de Justicia de la Nación. La versión pública de esas declaraciones se generó a través del Sistema de Declaración de Situación Patrimonial y de Intereses, ocultando la información clasificada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2516991881;31-10-25;31-10-25;2025;01-07-25;30-09-25;Integrante del poder judicial;MM18;Secretaria Auxiliar de Acuerdos;Secretaria Auxiliar de Acuerdos;Secretaría de Acuerdos de la Primera Sala Penal y Civil;Maria Soledad;Najera;Paredes;;Conclusión;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2025/2025_C_00002760_02.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;26-07-25;La información contenida en las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas declarantes en la Suprema Corte de Justicia de la Nación. La versión pública de esas declaraciones se generó a través del Sistema de Declaración de Situación Patrimonial y de Intereses, ocultando la información clasificada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2516992009;31-10-25;31-10-25;2025;01-07-25;30-09-25;Integrante del poder judicial;MM17;Dictaminadora II;Dictaminadora II;Dirección General de Participación Social;Mariajose;Gonzalez;Zarzosa;;Conclusión;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2025/2025_C_00064704_01.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;22-09-25;La información contenida en las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas declarantes en la Suprema Corte de Justicia de la Nación. La versión pública de esas declaraciones se generó a través del Sistema de Declaración de Situación Patrimonial y de Intereses, ocultando la información clasificada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2516992104;31-10-25;31-10-25;2025;01-07-25;30-09-25;Integrante del poder judicial;PO29;Técnica Operativa;Técnica Operativa;Centro de Estudios Constitucionales;Frida Carolina;Melendez;Jimenez;;Inicio;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2025/2025_I_00065450_01.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;08-07-25;La información contenida en las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas declarantes en la Suprema Corte de Justicia de la Nación. La versión pública de esas declaraciones se generó a través del Sistema de Declaración de Situación Patrimonial y de Intereses, ocultando la información clasificada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2516992075;31-10-25;31-10-25;2025;01-07-25;30-09-25;Integrante del poder judicial;PO29;Técnica Operativa;Técnica Operativa;Ponencia de la Ministra Lenia Batres Guadarrama;Claudia Isabel;Villalpando;Martinez;;Conclusión;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2025/2025_C_00065370_01.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;06-08-25;La información contenida en las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas declarantes en la Suprema Corte de Justicia de la Nación. La versión pública de esas declaraciones se generó a través del Sistema de Declaración de Situación Patrimonial y de Intereses, ocultando la información clasificada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2516992074;31-10-25;31-10-25;2025;01-07-25;30-09-25;Integrante del poder judicial;MM17;Secretaria Auxiliar II;Secretaria Auxiliar II;Ponencia de la Ministra Lenia Batres Guadarrama;Maria Ines;Muñoz;Gordillo;;Conclusión;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2025/2025_C_00065369_01.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;13-08-25;La información contenida en las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas declarantes en la Suprema Corte de Justicia de la Nación. La versión pública de esas declaraciones se generó a través del Sistema de Declaración de Situación Patrimonial y de Intereses, ocultando la información clasificada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
