ID;FECHA CREACION; FECHA MODIFICACION;EJERCICIO;FECHA DE INICIO DEL PERIODO QUE SE INFORMA;FECHA DE TÉRMINO DEL PERIODO QUE SE INFORMA;TIPO DE INTEGRANTE DEL SUJETO OBLIGADO (CATÁLOGO);CLAVE O NIVEL DEL PUESTO;DENOMINACIÓN DEL PUESTO (REDACTADOS CON PERSPECTIVA DE GÉNERO);DENOMINACIÓN DEL CARGO;ÁREA DE ADSCRIPCIÓN;NOMBRE(S) DE LA PERSONA SERVIDORA PÚBLICA;PRIMER APELLIDO DE LA PERSONA SERVIDORA PÚBLICA;SEGUNDO APELLIDO DE LA PERSONA SERVIDORA PÚBLICA;SEXO (CATÁLOGO);MODALIDAD DE LA DECLARACIÓN PATRIMONIAL (CATÁLOGO);HIPERVÍNCULO A LA VERSIÓN PÚBLICA DE LA DECLARACIÓN DE SITUACIÓN PATRIMONIAL  O A LA VERSIÓN PÚBLICA DE LOS SISTEMAS HABILITADOS QUE REGISTREN Y RESGUARDEN EN LAS BASES DE DATOS CORRESPONDIENTES;ÁREA(S) RESPONSABLE(S) QUE GENERA(N)  POSEE(N)  PUBLICA(N) Y ACTUALIZAN LA INFORMACIÓN;FECHA DE ACTUALIZACIÓN;NOTA
2362130838;31-10-24;31-10-24;2024;01-07-24;30-09-24;Integrante del poder judicial;PO29;Técnica Operativa;Técnica Operativa;Subsecretaría General de Acuerdos;Maria de Los Angeles;Granados;Basaldua;;Inicio;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2024/2024_I_00065138_03.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;04-07-24;La información de las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas servidoras públicas de la Suprema Corte de Justicia de la Nación titulares de los datos personales y obligadas a presentarlas, mientras que las versiones públicas fueron generadas a través del Sistema de Declaración de Situación Patrimonial y de Intereses. En las versiones públicas se suprime la información considerada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2362130922;31-10-24;31-10-24;2024;01-07-24;30-09-24;Integrante del poder judicial;PO29;Técnico Operativo;Técnico Operativo;Sección de Trámite de Controversias Constitucionales y de Acciones de Inconstitucionalidad;Gerardo;Sanchez;Parra;;Inicio;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2024/2024_I_00065214_01.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;13-09-24;La información de las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas servidoras públicas de la Suprema Corte de Justicia de la Nación titulares de los datos personales y obligadas a presentarlas, mientras que las versiones públicas fueron generadas a través del Sistema de Declaración de Situación Patrimonial y de Intereses. En las versiones públicas se suprime la información considerada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2362130923;31-10-24;31-10-24;2024;01-07-24;30-09-24;Integrante del poder judicial;PO29;Técnico Operativo;Técnico Operativo;Ponencia del Ministro Jorge Mario Pardo Rebolledo;Patricio;Lozano;Duarte;;Inicio;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2024/2024_I_00065217_01.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;19-09-24;La información de las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas servidoras públicas de la Suprema Corte de Justicia de la Nación titulares de los datos personales y obligadas a presentarlas, mientras que las versiones públicas fueron generadas a través del Sistema de Declaración de Situación Patrimonial y de Intereses. En las versiones públicas se suprime la información considerada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2362130764;31-10-24;31-10-24;2024;01-07-24;30-09-24;Integrante del poder judicial;PO29;Técnica Operativa;Técnica Operativa;Dirección General de Servicios Médicos;Veronica;Piña;Millan;;Inicio;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2024/2024_I_00063410_01.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;20-08-24;La información de las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas servidoras públicas de la Suprema Corte de Justicia de la Nación titulares de los datos personales y obligadas a presentarlas, mientras que las versiones públicas fueron generadas a través del Sistema de Declaración de Situación Patrimonial y de Intereses. En las versiones públicas se suprime la información considerada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2362130964;31-10-24;31-10-24;2024;01-07-24;30-09-24;Integrante del poder judicial;PO29;Técnica Operativa;Técnica Operativa;Unidad General de Investigación de Responsabilidades Administrativas;Frida Angelica;Castillo;Zuñiga;;Conclusión;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2024/2024_C_00237350_01.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;15-08-24;La información de las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas servidoras públicas de la Suprema Corte de Justicia de la Nación titulares de los datos personales y obligadas a presentarlas, mientras que las versiones públicas fueron generadas a través del Sistema de Declaración de Situación Patrimonial y de Intereses. En las versiones públicas se suprime la información considerada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2362130722;31-10-24;31-10-24;2024;01-07-24;30-09-24;Integrante del poder judicial;PO25;Profesional Operativo;Profesional Operativo;Secretaría General de Acuerdos;Guillermo;Sanchez;Rodriguez;;Conclusión;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2024/2024_C_00028339_01.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;16-07-24;La información de las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas servidoras públicas de la Suprema Corte de Justicia de la Nación titulares de los datos personales y obligadas a presentarlas, mientras que las versiones públicas fueron generadas a través del Sistema de Declaración de Situación Patrimonial y de Intereses. En las versiones públicas se suprime la información considerada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2362130809;31-10-24;31-10-24;2024;01-07-24;30-09-24;Integrante del poder judicial;MM17;Secretaria Auxiliar II;Secretaria Auxiliar II;Ponencia del Ministro Luis María Aguilar Morales;Mireya Andrea;Rebollo;Lopez;;Conclusión;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2024/2024_C_00064707_01.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;30-08-24;La información de las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas servidoras públicas de la Suprema Corte de Justicia de la Nación titulares de los datos personales y obligadas a presentarlas, mientras que las versiones públicas fueron generadas a través del Sistema de Declaración de Situación Patrimonial y de Intereses. En las versiones públicas se suprime la información considerada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2362130810;31-10-24;31-10-24;2024;01-07-24;30-09-24;Integrante del poder judicial;PO30;Chofer de Servicios;Chofer de Servicios;Dirección General de Recursos Materiales;Gregorio;Lopez;Castillo;;Inicio;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2024/2024_I_00064720_01.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;12-08-24;La información de las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas servidoras públicas de la Suprema Corte de Justicia de la Nación titulares de los datos personales y obligadas a presentarlas, mientras que las versiones públicas fueron generadas a través del Sistema de Declaración de Situación Patrimonial y de Intereses. En las versiones públicas se suprime la información considerada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2362130891;31-10-24;31-10-24;2024;01-07-24;30-09-24;Integrante del poder judicial;PO28;Técnica en Seguridad;Técnica en Seguridad;Dirección General de Seguridad;Marielena;Ramirez;Illescas;;Inicio;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2024/2024_I_00065186_01.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;16-07-24;La información de las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas servidoras públicas de la Suprema Corte de Justicia de la Nación titulares de los datos personales y obligadas a presentarlas, mientras que las versiones públicas fueron generadas a través del Sistema de Declaración de Situación Patrimonial y de Intereses. En las versiones públicas se suprime la información considerada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2362130775;31-10-24;31-10-24;2024;01-07-24;30-09-24;Integrante del poder judicial;MM21;Subdirectora de Área;Subdirectora de Salud Mental;Dirección General de Servicios Médicos;Lucia Araceli;Sanchez;Reyes;;Conclusión;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2024/2024_C_00063762_01.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;29-07-24;La información de las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas servidoras públicas de la Suprema Corte de Justicia de la Nación titulares de los datos personales y obligadas a presentarlas, mientras que las versiones públicas fueron generadas a través del Sistema de Declaración de Situación Patrimonial y de Intereses. En las versiones públicas se suprime la información considerada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2362130934;31-10-24;31-10-24;2024;01-07-24;30-09-24;Integrante del poder judicial;MM17;Dictaminador II;"Dictaminador II de Análisis de Quejas y Denuncias Administrativas ""B""";Unidad General de Investigación de Responsabilidades Administrativas;Raul;Bernal;Rodriguez;;Inicio;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2024/2024_I_00087542_01.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;24-09-24;La información de las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas servidoras públicas de la Suprema Corte de Justicia de la Nación titulares de los datos personales y obligadas a presentarlas, mientras que las versiones públicas fueron generadas a través del Sistema de Declaración de Situación Patrimonial y de Intereses. En las versiones públicas se suprime la información considerada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2362130936;31-10-24;31-10-24;2024;01-07-24;30-09-24;Integrante del poder judicial;MM17;Dictaminadora II;"Dictaminadora II de Análisis, Atención y Trámite de Quejas y Denuncias Administrativas ""C""";Unidad General de Investigación de Responsabilidades Administrativas;Irazema Karol;Silva;Rojas;;Inicio;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2024/2024_I_00087693_01.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;15-07-24;La información de las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas servidoras públicas de la Suprema Corte de Justicia de la Nación titulares de los datos personales y obligadas a presentarlas, mientras que las versiones públicas fueron generadas a través del Sistema de Declaración de Situación Patrimonial y de Intereses. En las versiones públicas se suprime la información considerada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2362130733;31-10-24;31-10-24;2024;01-07-24;30-09-24;Integrante del poder judicial;PO25;Profesional Operativa;Profesional Operativa;Dirección General de Casas de la Cultura Jurídica;Alicia Carolina;Lopez;Landa;;Conclusión;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2024/2024_C_00031584_01.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;08-07-24;La información de las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas servidoras públicas de la Suprema Corte de Justicia de la Nación titulares de los datos personales y obligadas a presentarlas, mientras que las versiones públicas fueron generadas a través del Sistema de Declaración de Situación Patrimonial y de Intereses. En las versiones públicas se suprime la información considerada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2362130856;31-10-24;31-10-24;2024;01-07-24;30-09-24;Integrante del poder judicial;PO29;Técnico Operativo;Técnico Operativo;Secretaría General de la Presidencia;Julio Cesar;Piña;Valle;;Inicio;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2024/2024_I_00065160_01.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;05-08-24;La información de las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas servidoras públicas de la Suprema Corte de Justicia de la Nación titulares de los datos personales y obligadas a presentarlas, mientras que las versiones públicas fueron generadas a través del Sistema de Declaración de Situación Patrimonial y de Intereses. En las versiones públicas se suprime la información considerada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2362130902;31-10-24;31-10-24;2024;01-07-24;30-09-24;Integrante del poder judicial;PO33;Oficial de Servicios;Oficial de Servicios;Dirección General de Infraestructura Física;Ines;Herrera;Garcia;;Inicio;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2024/2024_I_00065192_01.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;28-08-24;La información de las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas servidoras públicas de la Suprema Corte de Justicia de la Nación titulares de los datos personales y obligadas a presentarlas, mientras que las versiones públicas fueron generadas a través del Sistema de Declaración de Situación Patrimonial y de Intereses. En las versiones públicas se suprime la información considerada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2362130940;31-10-24;31-10-24;2024;01-07-24;30-09-24;Integrante del poder judicial;PO25;Profesional Operativo;Profesional Operativo;Dirección General de Infraestructura Física;Enrique;Dominguez;Rodriguez;;Inicio;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2024/2024_I_00097219_01.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;24-09-24;La información de las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas servidoras públicas de la Suprema Corte de Justicia de la Nación titulares de los datos personales y obligadas a presentarlas, mientras que las versiones públicas fueron generadas a través del Sistema de Declaración de Situación Patrimonial y de Intereses. En las versiones públicas se suprime la información considerada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2362130861;31-10-24;31-10-24;2024;01-07-24;30-09-24;Integrante del poder judicial;MM20;Asistente de Gestión y Seguimiento;Asistente de Gestión y Seguimiento;Dirección General de Comunicación Social;Mariluz;Roldan;Vera;;Inicio;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2024/2024_I_00065166_01.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;02-07-24;La información de las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas servidoras públicas de la Suprema Corte de Justicia de la Nación titulares de los datos personales y obligadas a presentarlas, mientras que las versiones públicas fueron generadas a través del Sistema de Declaración de Situación Patrimonial y de Intereses. En las versiones públicas se suprime la información considerada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2362130943;31-10-24;31-10-24;2024;01-07-24;30-09-24;Integrante del poder judicial;MM15;Secretaria Auxiliar de Ponencia;Secretaria Auxiliar de Ponencia;Ponencia de la Ministra Ana Margarita Ríos Farjat;Tania Monica;Tagle;Perez;;Conclusión;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2024/2024_C_00209737_01.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;09-09-24;La información de las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas servidoras públicas de la Suprema Corte de Justicia de la Nación titulares de los datos personales y obligadas a presentarlas, mientras que las versiones públicas fueron generadas a través del Sistema de Declaración de Situación Patrimonial y de Intereses. En las versiones públicas se suprime la información considerada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2362130699;31-10-24;31-10-24;2024;01-07-24;30-09-24;Integrante del poder judicial;PO25;Profesional Operativa;Profesional Operativa;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;Ana;Gonzalez;Tamayo;;Conclusión;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2024/2024_C_00001180_01.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;06-09-24;La información de las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas servidoras públicas de la Suprema Corte de Justicia de la Nación titulares de los datos personales y obligadas a presentarlas, mientras que las versiones públicas fueron generadas a través del Sistema de Declaración de Situación Patrimonial y de Intereses. En las versiones públicas se suprime la información considerada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
2362130945;31-10-24;31-10-24;2024;01-07-24;30-09-24;Integrante del poder judicial;PO29;Técnico Operativo;Técnico Operativo;Dirección General de Recursos Humanos;Victor Absai;Levaro;Ocampo;;Inicio;https://www.scjn.gob.mx/transparencia/declaraciones-patrimoniales/declaraciones/2024/2024_I_00218680_01.pdf;Dirección General de Responsabilidades Administrativas y de Registro Patrimonial;13-08-24;La información de las declaraciones de situación patrimonial y de intereses fue registrada por cada una de las personas servidoras públicas de la Suprema Corte de Justicia de la Nación titulares de los datos personales y obligadas a presentarlas, mientras que las versiones públicas fueron generadas a través del Sistema de Declaración de Situación Patrimonial y de Intereses. En las versiones públicas se suprime la información considerada como confidencial, con fundamento en los artículos 6, base A, 16, segundo párrafo, y 108, último párrafo, de la Constitución Política de los Estados Unidos Mexicanos
